time,jogos,pontos,vitorias,empates,derrotas,gols_pro,gols_contra,saldo_gols,posicao_r19,temporada,aproveitamento,distancia_para_16,distancia_para_z4,pontos_por_jogo,gols_pro_por_jogo,gols_contra_por_jogo,saldo_por_jogo,aproveitamento_ultimos_5,variacao_posicao_ultimas_5,percentual_pontos_casa,percentual_pontos_fora,posicao_final,rebaixado,serie_a_last_5,previous_season_position,previous_season_score,squad_strength_0_100,recent_points_last5,recent_goal_diff_last5,elo_ajustado
Vasco,19,23,6,5,8,18,26,-8,12,2019,0.40350877192982454,5,5,1.2105263157894737,0.9473684210526315,1.368421052631579,-0.42105263157894735,0.4,3,0.6521739130434783,0.34782608695652173,12,0,3.0,16.0,5.0,75.0,6.0,-2.1052631578947367,1590.4849872061493
Ceara,19,22,6,4,9,21,20,1,13,2019,0.38596491228070173,4,4,1.1578947368421053,1.105263157894737,1.0526315789473684,0.05263157894736842,0.13333333333333333,-4,0.7727272727272727,0.22727272727272727,16,0,1.0,15.0,6.0,64.4,2.0,0.2631578947368421,1447.038857735742
Fortaleza,19,22,6,4,9,22,26,-4,14,2019,0.38596491228070173,4,4,1.1578947368421053,1.1578947368421053,1.368421052631579,-0.21052631578947367,0.3333333333333333,-2,0.5909090909090909,0.4090909090909091,9,0,0.0,22.0,-1.0,48.6,5.0,-1.0526315789473684,1694.8632979483625
Goias,19,21,6,3,10,17,32,-15,15,2019,0.3684210526315789,3,3,1.105263157894737,0.8947368421052632,1.6842105263157894,-0.7894736842105263,0.26666666666666666,-2,0.7619047619047619,0.23809523809523808,10,0,2.0,22.0,-1.0,60.6,4.0,-3.947368421052632,1470.2902858978073
Fluminense,19,18,5,3,11,21,29,-8,16,2019,0.3157894736842105,0,0,0.9473684210526315,1.105263157894737,1.5263157894736843,-0.42105263157894735,0.4,0,0.6111111111111112,0.3888888888888889,14,0,4.0,12.0,9.0,86.6,6.0,-2.1052631578947367,1635.4776854696022
Cruzeiro,19,18,4,6,9,16,28,-12,17,2019,0.3157894736842105,0,0,0.9473684210526315,0.8421052631578947,1.4736842105263157,-0.631578947368421,0.4666666666666667,0,0.7777777777777778,0.2222222222222222,17,1,4.0,8.0,13.0,92.2,7.0,-3.1578947368421053,1561.161393743004
CSA,19,16,3,7,9,8,25,-17,18,2019,0.2807017543859649,-2,-2,0.8421052631578947,0.42105263157894735,1.3157894736842106,-0.8947368421052632,0.5333333333333333,1,0.625,0.375,18,1,0.0,22.0,-1.0,48.6,8.0,-4.473684210526316,1381.6916810588546
Chapecoense,19,14,3,5,11,17,32,-15,19,2019,0.24561403508771928,-4,-4,0.7368421052631579,0.8947368421052632,1.6842105263157894,-0.7894736842105263,0.26666666666666666,-1,0.6428571428571429,0.35714285714285715,19,1,4.0,14.0,7.0,83.8,4.0,-3.947368421052632,1285.7921048608812
Avai,19,13,2,7,10,10,25,-15,20,2019,0.22807017543859648,-5,-5,0.6842105263157895,0.5263157894736842,1.3157894736842106,-0.7894736842105263,0.4666666666666667,0,0.46153846153846156,0.5384615384615384,20,1,2.0,22.0,-1.0,60.6,7.0,-3.947368421052632,1405.395390597097
Sao Paulo,19,37,10,7,2,32,15,17,1,2020,0.6491228070175439,17,18,1.9473684210526316,1.6842105263157894,0.7894736842105263,0.8947368421052632,0.7333333333333333,2,0.5675675675675675,0.43243243243243246,4,0,4.0,6.0,15.0,95.0,11.0,4.473684210526316,1614.986986437013
Internacional,19,35,10,5,4,30,16,14,2,2020,0.6140350877192983,15,16,1.8421052631578947,1.5789473684210527,0.8421052631578947,0.7368421052631579,0.6666666666666666,2,0.6,0.4,2,0,3.0,7.0,14.0,87.6,10.0,3.6842105263157894,1713.8957545418189
Flamengo,19,35,10,5,4,33,25,8,3,2020,0.6140350877192983,15,16,1.8421052631578947,1.736842105263158,1.3157894736842106,0.42105263157894735,0.5333333333333333,-1,0.42857142857142855,0.5714285714285714,1,0,4.0,1.0,20.0,102.0,8.0,2.1052631578947367,1731.955368962229
Atletico-MG,19,32,10,2,7,31,25,6,4,2020,0.5614035087719298,12,13,1.6842105263157894,1.631578947368421,1.3157894736842106,0.3157894736842105,0.3333333333333333,-3,0.71875,0.28125,3,0,4.0,13.0,8.0,85.2,5.0,1.5789473684210527,1539.0397501401658
Fluminense,19,32,9,5,5,29,21,8,5,2020,0.5614035087719298,12,13,1.6842105263157894,1.5263157894736843,1.105263157894737,0.42105263157894735,0.7333333333333333,1,0.65625,0.34375,5,0,4.0,14.0,7.0,83.8,11.0,2.1052631578947367,1635.4776854696022
Santos,19,30,8,6,5,27,23,4,6,2020,0.5263157894736842,10,11,1.5789473684210527,1.4210526315789473,1.2105263157894737,0.21052631578947367,0.6,1,0.5333333333333333,0.4666666666666667,8,0,4.0,2.0,19.0,100.6,9.0,1.0526315789473684,1506.5020341558495
Gremio,19,30,7,9,3,23,18,5,7,2020,0.5263157894736842,10,11,1.5789473684210527,1.2105263157894737,0.9473684210526315,0.2631578947368421,0.6666666666666666,3,0.6333333333333333,0.36666666666666664,6,0,4.0,4.0,17.0,97.8,10.0,1.3157894736842104,1612.9657922808278
Palmeiras,19,29,7,8,4,26,21,5,8,2020,0.5087719298245614,9,10,1.5263157894736843,1.368421052631579,1.105263157894737,0.2631578947368421,0.4,-3,0.4827586206896552,0.5172413793103449,7,0,4.0,3.0,18.0,99.2,6.0,1.3157894736842104,1725.3631138841113
Fortaleza,19,25,6,7,6,17,14,3,9,2020,0.43859649122807015,5,6,1.3157894736842106,0.8947368421052632,0.7368421052631579,0.15789473684210525,0.3333333333333333,0,0.68,0.32,16,0,1.0,9.0,12.0,72.8,5.0,0.7894736842105263,1694.8632979483625
Sport,19,24,7,3,9,19,26,-7,10,2020,0.42105263157894735,4,5,1.263157894736842,1.0,1.368421052631579,-0.3684210526315789,0.26666666666666666,-2,0.625,0.375,15,0,3.0,22.0,-1.0,66.6,4.0,-1.8421052631578947,1509.7041382172438
Ceara,19,24,6,6,7,24,27,-3,11,2020,0.42105263157894735,4,5,1.263157894736842,1.263157894736842,1.4210526315789473,-0.15789473684210525,0.6,3,0.75,0.25,11,0,2.0,16.0,5.0,69.0,9.0,-0.7894736842105263,1447.038857735742
Corinthians,19,24,6,6,7,22,26,-4,12,2020,0.42105263157894735,4,5,1.263157894736842,1.1578947368421053,1.368421052631579,-0.21052631578947367,0.6,3,0.5416666666666666,0.4583333333333333,12,0,4.0,8.0,13.0,92.2,9.0,-1.0526315789473684,1761.101341751857
Bahia,19,22,6,4,9,25,29,-4,13,2020,0.38596491228070173,2,3,1.1578947368421053,1.3157894736842106,1.5263157894736843,-0.21052631578947367,0.4666666666666667,0,0.7272727272727273,0.2727272727272727,14,0,3.0,11.0,10.0,82.0,7.0,-1.0526315789473684,1547.2180917243513
Atletico-GO,19,22,5,7,7,17,25,-8,14,2020,0.38596491228070173,2,3,1.1578947368421053,0.8947368421052632,1.3157894736842106,-0.42105263157894735,0.4666666666666667,2,0.45454545454545453,0.5454545454545454,13,0,1.0,22.0,-1.0,54.6,7.0,-2.1052631578947367,1442.2424501665616
Vasco,19,21,5,6,8,21,26,-5,15,2020,0.3684210526315789,1,2,1.105263157894737,1.105263157894737,1.368421052631579,-0.2631578947368421,0.13333333333333333,-4,0.5714285714285714,0.42857142857142855,17,1,4.0,12.0,9.0,86.6,2.0,-1.3157894736842104,1590.4849872061493
Botafogo-RJ,19,20,3,11,5,19,26,-7,16,2020,0.3508771929824561,0,1,1.0526315789473684,1.0,1.368421052631579,-0.3684210526315789,0.3333333333333333,1,0.55,0.45,20,1,3.0,15.0,6.0,76.4,5.0,-1.8421052631578947,1841.6574495478396
Athletico-PR,19,19,5,4,10,15,20,-5,17,2020,0.3333333333333333,-1,0,1.0,0.7894736842105263,1.0526315789473684,-0.2631578947368421,0.06666666666666667,-5,0.631578947368421,0.3684210526315789,9,0,4.0,5.0,16.0,96.4,1.0,-1.3157894736842104,1465.660972752581
Coritiba,19,19,5,4,10,16,24,-8,18,2020,0.3333333333333333,-1,0,1.0,0.8421052631578947,1.263157894736842,-0.42105263157894735,0.4666666666666667,0,0.5789473684210527,0.42105263157894735,19,1,2.0,22.0,-1.0,60.6,7.0,-2.1052631578947367,1452.3812511913577
Bragantino,19,19,4,7,8,22,26,-4,19,2020,0.3333333333333333,-1,0,1.0,1.1578947368421053,1.368421052631579,-0.21052631578947367,0.4666666666666667,0,0.7368421052631579,0.2631578947368421,10,0,0.0,22.0,-1.0,48.6,7.0,-1.0526315789473684,1556.7670789710255
Goias,19,12,2,6,11,21,36,-15,20,2020,0.21052631578947367,-8,-7,0.631578947368421,1.105263157894737,1.894736842105263,-0.7894736842105263,0.2,0,0.75,0.25,18,1,2.0,10.0,11.0,77.4,3.0,-3.947368421052632,1470.2902858978073
Atletico-MG,19,42,13,3,3,29,14,15,1,2021,0.7368421052631579,21,23,2.210526315789474,1.5263157894736843,0.7368421052631579,0.7894736842105263,0.7333333333333333,1,0.5238095238095238,0.47619047619047616,1,0,4.0,3.0,18.0,99.2,11.0,3.947368421052632,1539.0397501401658
Palmeiras,19,38,12,2,5,31,21,10,2,2021,0.6666666666666666,17,19,2.0,1.631578947368421,1.105263157894737,0.5263157894736842,0.4,-1,0.5789473684210527,0.42105263157894735,3,0,4.0,7.0,14.0,93.6,6.0,2.631578947368421,1725.3631138841113
Flamengo,19,36,11,3,5,38,20,18,3,2021,0.631578947368421,15,17,1.894736842105263,2.0,1.0526315789473684,0.9473684210526315,0.6666666666666666,2,0.5833333333333334,0.4166666666666667,2,0,4.0,1.0,20.0,102.0,10.0,4.7368421052631575,1731.955368962229
Fortaleza,19,33,9,6,4,29,20,9,4,2021,0.5789473684210527,12,14,1.736842105263158,1.5263157894736843,1.0526315789473684,0.47368421052631576,0.4,-1,0.6363636363636364,0.36363636363636365,4,0,2.0,16.0,5.0,69.0,6.0,2.3684210526315788,1694.8632979483625
Bragantino,19,33,8,9,2,30,20,10,5,2021,0.5789473684210527,12,14,1.736842105263158,1.5789473684210527,1.0526315789473684,0.5263157894736842,0.4,-1,0.36363636363636365,0.6363636363636364,6,0,1.0,10.0,11.0,71.4,6.0,2.631578947368421,1556.7670789710255
Corinthians,19,28,7,7,5,18,16,2,6,2021,0.49122807017543857,7,9,1.4736842105263157,0.9473684210526315,0.8421052631578947,0.10526315789473684,0.7333333333333333,6,0.32142857142857145,0.6785714285714286,5,0,4.0,12.0,9.0,86.6,11.0,0.5263157894736842,1761.101341751857
Athletico-PR,19,25,7,4,8,25,23,2,7,2021,0.43859649122807015,4,6,1.3157894736842106,1.3157894736842106,1.2105263157894737,0.10526315789473684,0.06666666666666667,-1,0.64,0.36,14,0,4.0,9.0,12.0,90.8,1.0,0.5263157894736842,1465.660972752581
Fluminense,19,25,6,7,6,18,20,-2,8,2021,0.43859649122807015,4,6,1.3157894736842106,0.9473684210526315,1.0526315789473684,-0.10526315789473684,0.4666666666666667,2,0.52,0.48,7,0,4.0,5.0,16.0,96.4,7.0,-0.5263157894736842,1635.4776854696022
Atletico-GO,19,25,6,7,6,15,19,-4,9,2021,0.43859649122807015,4,6,1.3157894736842106,0.7894736842105263,1.0,-0.21052631578947367,0.4,0,0.44,0.56,9,0,2.0,13.0,8.0,73.2,6.0,-1.0526315789473684,1442.2424501665616
Internacional,19,24,5,9,5,23,23,0,10,2021,0.42105263157894735,3,5,1.263157894736842,1.2105263157894737,1.2105263157894737,0.0,0.6,4,0.4166666666666667,0.5833333333333334,12,0,3.0,2.0,19.0,94.6,9.0,0.0,1713.8957545418189
Cuiaba,19,24,5,9,5,19,19,0,11,2021,0.42105263157894735,3,5,1.263157894736842,1.0,1.0,0.0,0.7333333333333333,5,0.5,0.5,15,0,0.0,22.0,-1.0,48.6,11.0,0.0,1438.441798879043
Ceara,19,24,5,9,5,20,21,-1,12,2021,0.42105263157894735,3,5,1.263157894736842,1.0526315789473684,1.105263157894737,-0.05263157894736842,0.13333333333333333,-5,0.75,0.25,11,0,3.0,11.0,10.0,82.0,2.0,-0.2631578947368421,1447.038857735742
Juventude,19,23,5,8,6,16,21,-5,13,2021,0.40350877192982454,2,4,1.2105263157894737,0.8421052631578947,1.105263157894737,-0.2631578947368421,0.4,0,0.6521739130434783,0.34782608695652173,16,0,0.0,22.0,-1.0,48.6,6.0,-1.3157894736842104,1528.9695637582067
Sao Paulo,19,23,5,8,6,15,20,-5,14,2021,0.40350877192982454,2,4,1.2105263157894737,0.7894736842105263,1.0526315789473684,-0.2631578947368421,0.7333333333333333,3,0.4782608695652174,0.5217391304347826,13,0,4.0,4.0,17.0,97.8,11.0,-1.3157894736842104,1614.986986437013
Santos,19,22,5,7,7,20,25,-5,15,2021,0.38596491228070173,1,3,1.1578947368421053,1.0526315789473684,1.3157894736842106,-0.2631578947368421,0.2,-7,0.7272727272727273,0.2727272727272727,10,0,4.0,8.0,13.0,92.2,3.0,-1.3157894736842104,1506.5020341558495
Bahia,19,21,6,3,10,24,32,-8,16,2021,0.3684210526315789,0,2,1.105263157894737,1.263157894736842,1.6842105263157894,-0.42105263157894735,0.26666666666666666,-5,0.6190476190476191,0.38095238095238093,18,1,4.0,14.0,7.0,83.8,4.0,-2.1052631578947367,1547.2180917243513
America-MG,19,19,4,7,8,15,22,-7,17,2021,0.3333333333333333,-2,0,1.0,0.7894736842105263,1.1578947368421053,-0.3684210526315789,0.5333333333333333,2,0.631578947368421,0.3684210526315789,8,0,1.0,22.0,-1.0,54.6,8.0,-1.8421052631578947,1394.225977318174
Gremio,19,17,4,5,10,15,22,-7,18,2021,0.2982456140350877,-4,-2,0.8947368421052632,0.7894736842105263,1.1578947368421053,-0.3684210526315789,0.4,0,0.6470588235294118,0.35294117647058826,17,1,4.0,6.0,15.0,95.0,6.0,-1.8421052631578947,1612.9657922808278
Sport,19,17,3,8,8,8,14,-6,19,2021,0.2982456140350877,-4,-2,0.8947368421052632,0.42105263157894735,0.7368421052631579,-0.3157894736842105,0.2,-4,0.4117647058823529,0.5882352941176471,19,1,3.0,15.0,6.0,76.4,3.0,-1.5789473684210527,1509.7041382172438
Chapecoense,19,7,0,7,12,15,31,-16,20,2021,0.12280701754385964,-14,-12,0.3684210526315789,0.7894736842105263,1.631578947368421,-0.8421052631578947,0.2,0,0.2857142857142857,0.7142857142857143,20,1,3.0,22.0,-1.0,66.6,3.0,-4.2105263157894735,1285.7921048608812
Palmeiras,19,39,11,6,2,31,13,18,1,2022,0.6842105263157895,18,19,2.0526315789473686,1.631578947368421,0.6842105263157895,0.9473684210526315,0.6666666666666666,0,0.5128205128205128,0.48717948717948717,1,0,5.0,3.0,18.0,105.2,10.0,4.7368421052631575,1725.3631138841113
Corinthians,19,35,10,5,4,24,19,5,2,2022,0.6140350877192983,14,15,1.8421052631578947,1.263157894736842,1.0,0.2631578947368421,0.6,0,0.6,0.4,4,0,5.0,5.0,16.0,102.4,9.0,1.3157894736842104,1761.101341751857
Fluminense,19,34,10,4,5,29,20,9,3,2022,0.5964912280701754,13,14,1.7894736842105263,1.5263157894736843,1.0526315789473684,0.47368421052631576,0.8666666666666667,3,0.5588235294117647,0.4411764705882353,3,0,5.0,7.0,14.0,99.6,13.0,2.3684210526315788,1635.4776854696022
Atletico-MG,19,32,8,8,3,27,20,7,4,2022,0.5614035087719298,11,12,1.6842105263157894,1.4210526315789473,1.0526315789473684,0.3684210526315789,0.5333333333333333,1,0.5625,0.4375,7,0,5.0,1.0,20.0,108.0,8.0,1.8421052631578947,1539.0397501401658
Athletico-PR,19,31,9,4,6,24,20,4,5,2022,0.543859649122807,10,11,1.631578947368421,1.263157894736842,1.0526315789473684,0.21052631578947367,0.4666666666666667,-2,0.5806451612903226,0.41935483870967744,6,0,5.0,14.0,7.0,89.8,7.0,1.0526315789473684,1465.660972752581
Flamengo,19,30,9,3,7,26,18,8,6,2022,0.5263157894736842,9,10,1.5789473684210527,1.368421052631579,0.9473684210526315,0.42105263157894735,0.8,3,0.6333333333333333,0.36666666666666664,5,0,5.0,2.0,19.0,106.6,12.0,2.1052631578947367,1731.955368962229
Internacional,19,30,7,9,3,27,20,7,7,2022,0.5263157894736842,9,10,1.5789473684210527,1.4210526315789473,1.0526315789473684,0.3684210526315789,0.4,-3,0.5333333333333333,0.4666666666666667,2,0,4.0,12.0,9.0,86.6,6.0,1.8421052631578947,1713.8957545418189
Bragantino,19,27,7,6,6,30,23,7,8,2022,0.47368421052631576,6,7,1.4210526315789473,1.5789473684210527,1.2105263157894737,0.3684210526315789,0.6,4,0.6296296296296297,0.37037037037037035,14,0,2.0,6.0,15.0,83.0,9.0,1.8421052631578947,1556.7670789710255
Santos,19,26,6,8,5,22,16,6,9,2022,0.45614035087719296,5,6,1.368421052631579,1.1578947368421053,0.8421052631578947,0.3157894736842105,0.4666666666666667,-2,0.6923076923076923,0.3076923076923077,12,0,5.0,10.0,11.0,95.4,7.0,1.5789473684210527,1506.5020341558495
Sao Paulo,19,26,5,11,3,28,24,4,10,2022,0.45614035087719296,5,6,1.368421052631579,1.4736842105263157,1.263157894736842,0.21052631578947367,0.4666666666666667,-2,0.6153846153846154,0.38461538461538464,9,0,5.0,13.0,8.0,91.2,7.0,1.0526315789473684,1614.986986437013
Botafogo-RJ,19,24,7,3,9,19,24,-5,11,2022,0.42105263157894735,3,4,1.263157894736842,1.0,1.263157894736842,-0.2631578947368421,0.4,-1,0.4166666666666667,0.5833333333333334,11,0,4.0,22.0,-1.0,72.6,6.0,-1.3157894736842104,1841.6574495478396
Ceara,19,24,5,9,5,20,19,1,12,2022,0.42105263157894735,3,4,1.263157894736842,1.0526315789473684,1.0,0.05263157894736842,0.4666666666666667,3,0.4583333333333333,0.5416666666666666,17,1,4.0,11.0,10.0,88.0,7.0,0.2631578947368421,1447.038857735742
Coritiba,19,22,6,4,9,22,30,-8,13,2022,0.38596491228070173,1,2,1.1578947368421053,1.1578947368421053,1.5789473684210527,-0.42105263157894735,0.4666666666666667,3,0.9090909090909091,0.09090909090909091,15,0,2.0,22.0,-1.0,60.6,7.0,-2.1052631578947367,1452.3812511913577
Goias,19,22,5,7,7,21,25,-4,14,2022,0.38596491228070173,1,2,1.1578947368421053,1.105263157894737,1.3157894736842106,-0.21052631578947367,0.3333333333333333,0,0.5909090909090909,0.4090909090909091,13,0,2.0,22.0,-1.0,60.6,5.0,-1.0526315789473684,1470.2902858978073
America-MG,19,21,6,3,10,13,22,-9,15,2022,0.3684210526315789,0,1,1.105263157894737,0.6842105263157895,1.1578947368421053,-0.47368421052631576,0.4,2,0.6666666666666666,0.3333333333333333,10,0,2.0,8.0,13.0,80.2,6.0,-2.3684210526315788,1394.225977318174
Avai,19,21,6,3,10,20,30,-10,16,2022,0.3684210526315789,0,1,1.105263157894737,1.0526315789473684,1.5789473684210527,-0.5263157894736842,0.2,-5,0.8095238095238095,0.19047619047619047,19,1,2.0,22.0,-1.0,60.6,3.0,-2.631578947368421,1405.395390597097
Cuiaba,19,20,5,5,9,14,20,-6,17,2022,0.3508771929824561,-1,0,1.0526315789473684,0.7368421052631579,1.0526315789473684,-0.3157894736842105,0.4666666666666667,1,0.55,0.45,16,0,1.0,15.0,6.0,64.4,7.0,-1.5789473684210527,1438.441798879043
Atletico-GO,19,17,4,5,10,18,28,-10,18,2022,0.2982456140350877,-4,-3,0.8947368421052632,0.9473684210526315,1.4736842105263157,-0.5263157894736842,0.0,-5,0.6470588235294118,0.35294117647058826,18,1,3.0,9.0,12.0,84.8,0.0,-2.631578947368421,1442.2424501665616
Juventude,19,16,3,7,9,16,32,-16,19,2022,0.2807017543859649,-5,-4,0.8421052631578947,0.8421052631578947,1.6842105263157894,-0.8421052631578947,0.3333333333333333,0,0.5625,0.4375,20,1,1.0,16.0,5.0,63.0,5.0,-4.2105263157894735,1528.9695637582067
Fortaleza,19,15,3,6,10,15,23,-8,20,2022,0.2631578947368421,-6,-5,0.7894736842105263,0.7894736842105263,1.2105263157894737,-0.42105263157894735,0.3333333333333333,0,0.6,0.4,8,0,3.0,4.0,17.0,91.8,5.0,-2.1052631578947367,1694.8632979483625
Botafogo-RJ,19,47,15,2,2,35,11,24,1,2023,0.8245614035087719,29,29,2.473684210526316,1.8421052631578947,0.5789473684210527,1.263157894736842,0.7333333333333333,0,0.6382978723404256,0.3617021276595745,5,0,4.0,11.0,10.0,88.0,11.0,6.315789473684211,1841.6574495478396
Gremio,19,34,10,4,5,32,27,5,2,2023,0.5964912280701754,16,16,1.7894736842105263,1.6842105263157894,1.4210526315789473,0.2631578947368421,0.5333333333333333,1,0.6764705882352942,0.3235294117647059,2,0,4.0,22.0,-1.0,72.6,8.0,1.3157894736842104,1612.9657922808278
Palmeiras,19,34,9,7,3,34,17,17,3,2023,0.5964912280701754,16,16,1.7894736842105263,1.7894736842105263,0.8947368421052632,0.8947368421052632,0.6666666666666666,2,0.5882352941176471,0.4117647058823529,1,0,5.0,1.0,20.0,108.0,10.0,4.473684210526316,1725.3631138841113
Flamengo,19,32,9,5,5,31,24,7,4,2023,0.5614035087719298,14,14,1.6842105263157894,1.631578947368421,1.263157894736842,0.3684210526315789,0.4,-2,0.5625,0.4375,4,0,5.0,5.0,16.0,102.4,6.0,1.8421052631578947,1731.955368962229
Bragantino,19,32,8,8,3,27,17,10,5,2023,0.5614035087719298,14,14,1.6842105263157894,1.4210526315789473,0.8947368421052632,0.5263157894736842,0.5333333333333333,1,0.59375,0.40625,6,0,3.0,14.0,7.0,77.8,8.0,2.631578947368421,1556.7670789710255
Athletico-PR,19,31,9,4,6,28,22,6,6,2023,0.543859649122807,13,13,1.631578947368421,1.4736842105263157,1.1578947368421053,0.3157894736842105,0.7333333333333333,5,0.7419354838709677,0.25806451612903225,8,0,5.0,6.0,15.0,101.0,11.0,1.5789473684210527,1465.660972752581
Fluminense,19,31,9,4,6,25,19,6,7,2023,0.543859649122807,13,13,1.631578947368421,1.3157894736842106,1.0,0.3157894736842105,0.4666666666666667,-3,0.7741935483870968,0.22580645161290322,7,0,5.0,3.0,18.0,105.2,7.0,1.5789473684210527,1635.4776854696022
Cuiaba,19,28,8,4,7,21,21,0,8,2023,0.49122807017543857,10,10,1.4736842105263157,1.105263157894737,1.105263157894737,0.0,0.8,6,0.42857142857142855,0.5714285714285714,12,0,2.0,16.0,5.0,69.0,12.0,0.0,1438.441798879043
Sao Paulo,19,27,7,6,6,24,19,5,9,2023,0.47368421052631576,9,9,1.4210526315789473,1.263157894736842,1.0,0.2631578947368421,0.3333333333333333,-1,0.8148148148148148,0.18518518518518517,11,0,5.0,9.0,12.0,96.8,5.0,1.3157894736842104,1614.986986437013
Atletico-MG,19,27,7,6,6,22,17,5,10,2023,0.47368421052631576,9,9,1.4210526315789473,1.1578947368421053,0.8947368421052632,0.2631578947368421,0.4666666666666667,2,0.4444444444444444,0.5555555555555556,3,0,5.0,7.0,14.0,99.6,7.0,1.3157894736842104,1539.0397501401658
Fortaleza,19,26,7,5,7,21,19,2,11,2023,0.45614035087719296,8,8,1.368421052631579,1.105263157894737,1.0,0.10526315789473684,0.2,-4,0.6923076923076923,0.3076923076923077,10,0,4.0,8.0,13.0,92.2,3.0,0.5263157894736842,1694.8632979483625
Cruzeiro,19,24,6,6,7,19,16,3,12,2023,0.42105263157894735,6,6,1.263157894736842,1.0,0.8421052631578947,0.15789473684210525,0.2,-3,0.4583333333333333,0.5416666666666666,14,0,2.0,22.0,-1.0,60.6,3.0,0.7894736842105263,1561.161393743004
Corinthians,19,24,6,6,7,24,25,-1,13,2023,0.42105263157894735,6,6,1.263157894736842,1.263157894736842,1.3157894736842106,-0.05263157894736842,0.6,2,0.6666666666666666,0.3333333333333333,13,0,5.0,4.0,17.0,103.8,9.0,-0.2631578947368421,1761.101341751857
Internacional,19,24,6,6,7,17,23,-6,14,2023,0.42105263157894735,6,6,1.263157894736842,0.8947368421052632,1.2105263157894737,-0.3157894736842105,0.2,-4,0.625,0.375,9,0,5.0,2.0,19.0,106.6,3.0,-1.5789473684210527,1713.8957545418189
Goias,19,22,6,4,9,18,27,-9,15,2023,0.38596491228070173,4,4,1.1578947368421053,0.9473684210526315,1.4210526315789473,-0.47368421052631576,0.7333333333333333,2,0.5454545454545454,0.45454545454545453,18,1,3.0,13.0,8.0,79.2,11.0,-2.3684210526315788,1470.2902858978073
Bahia,19,18,4,6,9,18,25,-7,16,2023,0.3157894736842105,0,0,0.9473684210526315,0.9473684210526315,1.3157894736842106,-0.3684210526315789,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,16,0,4.0,22.0,-1.0,72.6,5.0,-1.8421052631578947,1547.2180917243513
Santos,19,18,4,6,9,19,31,-12,17,2023,0.3157894736842105,0,0,0.9473684210526315,1.0,1.631578947368421,-0.631578947368421,0.13333333333333333,-4,0.7777777777777778,0.2222222222222222,17,1,5.0,12.0,9.0,92.6,2.0,-3.1578947368421053,1506.5020341558495
Vasco,19,16,4,4,11,15,29,-14,18,2023,0.2807017543859649,-2,-2,0.8421052631578947,0.7894736842105263,1.5263157894736843,-0.7368421052631579,0.4666666666666667,1,0.4375,0.5625,15,0,3.0,22.0,-1.0,66.6,7.0,-3.6842105263157894,1590.4849872061493
Coritiba,19,14,3,5,11,18,36,-18,19,2023,0.24561403508771928,-4,-4,0.7368421052631579,0.9473684210526315,1.894736842105263,-0.9473684210526315,0.26666666666666666,-1,0.6428571428571429,0.35714285714285715,19,1,2.0,15.0,6.0,70.4,4.0,-4.7368421052631575,1452.3812511913577
America-MG,19,10,2,4,13,19,42,-23,20,2023,0.17543859649122806,-8,-8,0.5263157894736842,1.0,2.210526315789474,-1.2105263157894737,0.06666666666666667,0,0.7,0.3,20,1,3.0,10.0,11.0,83.4,1.0,-6.052631578947368,1394.225977318174
Botafogo-RJ,19,40,12,4,3,31,16,15,1,2024,0.7017543859649122,22,23,2.1052631578947367,1.631578947368421,0.8421052631578947,0.7894736842105263,0.8666666666666667,1,0.55,0.45,1,0,4.0,5.0,16.0,96.4,13.0,3.947368421052632,1841.6574495478396
Flamengo,19,38,11,5,3,33,20,13,2,2024,0.6666666666666666,20,21,2.0,1.736842105263158,1.0526315789473684,0.6842105263157895,0.5333333333333333,-1,0.5,0.5,3,0,5.0,4.0,17.0,103.8,8.0,3.4210526315789473,1731.955368962229
Palmeiras,19,36,11,3,5,27,14,13,3,2024,0.631578947368421,18,19,1.894736842105263,1.4210526315789473,0.7368421052631579,0.6842105263157895,0.6,0,0.6111111111111112,0.3888888888888889,2,0,5.0,1.0,20.0,108.0,9.0,3.4210526315789473,1725.3631138841113
Cruzeiro,19,33,10,3,6,25,20,5,4,2024,0.5789473684210527,15,16,1.736842105263158,1.3157894736842106,1.0526315789473684,0.2631578947368421,0.8,5,0.7575757575757576,0.24242424242424243,9,0,2.0,14.0,7.0,71.8,12.0,1.3157894736842104,1561.161393743004
Fortaleza,19,33,9,6,4,24,20,4,5,2024,0.5789473684210527,15,16,1.736842105263158,1.263157894736842,1.0526315789473684,0.21052631578947367,0.8,6,0.7272727272727273,0.2727272727272727,4,0,5.0,10.0,11.0,95.4,12.0,1.0526315789473684,1694.8632979483625
Sao Paulo,19,32,9,5,5,28,20,8,6,2024,0.5614035087719298,14,15,1.6842105263157894,1.4736842105263157,1.0526315789473684,0.42105263157894735,0.5333333333333333,-1,0.625,0.375,6,0,5.0,11.0,10.0,94.0,8.0,2.1052631578947367,1614.986986437013
Bahia,19,31,9,4,6,28,23,5,7,2024,0.543859649122807,13,14,1.631578947368421,1.4736842105263157,1.2105263157894737,0.2631578947368421,0.26666666666666666,-3,0.6774193548387096,0.3225806451612903,8,0,4.0,16.0,5.0,81.0,4.0,1.3157894736842104,1547.2180917243513
